Bank Name,Cert #,Assets QoQ Pct,Cash QoQ Pct,Securities QoQ Pct,Loans QoQ Pct,Total Deposits QoQ Pct,Core QoQ Pct,Assets,Cash,Securities,Loans,Total Deposits,Core Deposits,Risk Prediction,City,State,S/A Ratio,C/A Ratio,L/D Ratio
F&M Bank,16897.0,-0.009808617897306027,0.33558318531675546,-0.11334630846787064,0.03910746953183386,-0.01740390155568361,-0.029352110918111518,347272000.0,11279000.0,111158000.0,201644000.0,298439000.0,279963000.0,Risky,Washington,GA,0.32008915201916655,0.03247886383008132,0.6756623631629914
Bank of Colorado,16980.0,0.011835552853266984,0.094531366044462,-0.037843208473444356,0.03632177157457406,-0.025790753760697505,-0.04098941904230635,6733201000.0,88425000.0,2052978000.0,4354907000.0,5720734000.0,5387919000.0,Risky,Fort Collins,CO,0.3049037151868777,0.013132683845321118,0.7612496927841776
State Bank of Bellingham,17062.0,0.07656876233774002,-0.3982378854625551,-0.005324206122837016,0.24654224295950677,-0.008111794405494033,0.005141388174807249,53991000.0,683000.0,20924000.0,29922000.0,41452000.0,32844000.0,Risky,Bellingham,MN,0.38754607249356376,0.01265025652423552,0.7218469555148123
"Community Bank & Trust, Waco",17108.0,0.0012972187629722853,-0.21748779405237462,-0.015179490070612145,0.015903729120622323,-0.0025672568794607997,-0.016040568281500134,598207000.0,10578000.0,209622000.0,354397000.0,531885000.0,435221000.0,Risky,Waco,TX,0.3504171632896305,0.017682842226854584,0.6663038062739126
Peoples State Bank,17174.0,-0.13934381778741867,-0.17434869739478953,-0.045890410958904115,-0.0026764951077179466,-0.1468881328797278,-0.1468595442980074,31741000.0,824000.0,6965000.0,22730000.0,29841000.0,29842000.0,Risky,Fairmount,ND,0.2194322800163826,0.02596011467817649,0.7617036962568279
Bank of Camilla,17190.0,-0.00921579411877571,-0.3816069151197393,-0.1518055870997047,0.09125198724010009,-0.040838861058562714,-0.0797444391859915,154921000.0,4364000.0,37346000.0,105021000.0,118137000.0,108892000.0,Risky,Camilla,GA,0.2410648007694244,0.028169195912755532,0.8889763579572869
TSB Bank,17208.0,-0.021497727721794146,-0.2963426070647077,-0.03182072829131655,0.026661643706602067,-0.02756187392361631,-0.026718306712077422,173327000.0,4502000.0,43205000.0,119911000.0,150760000.0,143743000.0,Risky,Lomira,WI,0.2492687232802737,0.025974025974025976,0.7953767577606792
Citizens State Bank,17214.0,0.006898327168796126,-0.5547930042063316,-0.054403283052351425,0.04179744978611555,0.01242593621256316,-0.05022892000480528,383298000.0,4022000.0,136408000.0,228686000.0,349943000.0,284616000.0,Risky,Sealy,TX,0.35587975935173155,0.01049314110691942,0.6534949977567776
City National Bank,17281.0,-0.018407657282929146,-0.4402292497090905,-0.044677362386151054,0.015384099608080293,-0.016238852700317108,-0.05205035959880755,94596111000.0,2234007000.0,20883136000.0,66479837000.0,73924393000.0,63434148000.0,Risky,Los Angeles,CA,0.22076104164578184,0.023616266846318873,0.8992949999602973
Peoples Bank & Trust,17320.0,-0.01998969323822186,0.1674635948706802,-0.024515189295280848,-0.02202569012526412,-0.061732625702443644,0.003594479474731793,541980000.0,10743000.0,158050000.0,325330000.0,432606000.0,431650000.0,Risky,Pana,IL,0.2916159267869663,0.01982176464076165,0.7520237814547186
Bank of Dickson,17327.0,-0.0029547229130334474,0.10103128823632224,-0.024332474055190345,0.006068629403563897,-0.007727823310104021,-0.012512418769035305,289862000.0,6299000.0,102569000.0,171750000.0,252311000.0,242523000.0,Risky,Dickson,TN,0.3538545928752303,0.02173103062836798,0.6807075395048174
German American Bank,17393.0,0.009259551564173796,0.740787928751655,-0.04113717701005737,0.0159262610948252,0.005129480953195431,-0.0016798989584115853,6042335000.0,139364000.0,1595495000.0,3789982000.0,5236020000.0,5079259000.0,Risky,Jasper,IN,0.26405272134034274,0.02306459340635698,0.7238287859863026
The Bendena State Bank,17410.0,-0.01359519514909624,-0.6340933767643866,-0.05677222954245986,0.043238683275298895,-0.0504931772882915,-0.06061221436053099,102811000.0,1011000.0,41519000.0,58123000.0,92895000.0,87891000.0,Risky,Bendena,KS,0.4038381107079982,0.009833578119072862,0.6256849130739006
Mountain Valley Bank,17411.0,-0.01728972877704882,-0.05427315196482552,-0.013569192279694997,-0.02244739413581931,-0.06817031462130496,-0.10352764663109493,501821000.0,6883000.0,139577000.0,322129000.0,393972000.0,350137000.0,Risky,Walden,CO,0.2781410104399776,0.013716046159885696,0.8176444011249531
First Bank Chicago,17470.0,0.03462871476493734,-0.21539134236991697,-0.019972402321229432,0.07574827032989062,0.010563708501637237,-0.03829764955111026,2231451000.0,89720000.0,518464000.0,1544895000.0,1691239000.0,1230703000.0,Risky,Highland Park,IL,0.2323438874526037,0.04020702224695949,0.9134693558982497
United Bank & Trust,17477.0,-0.006446564626780615,-0.4427203466834416,-0.06373301153768451,0.015084728657905666,-0.023762367059899536,-0.03384398466461769,835492000.0,7973000.0,171467000.0,593450000.0,631903000.0,609857000.0,Risky,Marysville,KS,0.205228775380255,0.00954288012332853,0.9391473058364971
First State Bank of the Florida Keys,17509.0,-0.006688128877961441,0.17363496387539978,-0.044124007452424285,0.003966484889524002,-0.04769199018551218,-0.06587675117568781,1214437000.0,9909000.0,344773000.0,833246000.0,1038230000.0,1001708000.0,Risky,Key West,FL,0.2838953358634495,0.008159336383855235,0.80256397907978
Fisher National Bank,17513.0,0.34160697214827396,-0.2949966040298846,0.44448050543078454,0.31921107155812134,0.2837064003542087,0.2958247074232119,312958000.0,9342000.0,66761000.0,214571000.0,260939000.0,245367000.0,Risky,Fisher,IL,0.2133225544641773,0.029850650886061387,0.8223032969391314
The First State Bank,17588.0,-0.018728546405465396,-0.40108735620108216,-0.07581114274262346,0.02347195822300563,-0.018543518581575102,-0.021209134690750697,791575000.0,22803000.0,179849000.0,556213000.0,735000000.0,718040000.0,Risky,Louise,TX,0.22720399204118372,0.02880712503553043,0.756752380952381
The National Bank of Andrews,17603.0,-0.024846472743536352,0.10015117157974296,-0.05086389025554949,0.048297877244335874,-0.027746748278500433,-0.029600009418006445,283443000.0,5822000.0,65591000.0,181930000.0,254147000.0,247288000.0,Risky,Andrews,TX,0.2314080785201963,0.0205402849955723,0.7158455539510599
Norway Savings Bank,17658.0,-0.0023025677864484395,-0.4475767522687778,-0.03447145711271238,0.029334703313639965,-0.07119332222929098,-0.02767986127075761,1826350000.0,37193000.0,430114000.0,1262268000.0,1452649000.0,1370353000.0,Risky,Norway,ME,0.23550469515700714,0.020364661757056424,0.8689421876860824
The First State Bank of Healy,17661.0,0.04877136085817635,-0.3929539295392954,-0.015374913666256318,0.08597782705099788,-0.027972745820127543,-0.07124692718487746,100896000.0,448000.0,32789000.0,61222000.0,75753000.0,65739000.0,Risky,Healy,KS,0.32497819536948935,0.004440215667618141,0.8081792140245271
City National Bank of West Virginia,17735.0,-0.010198480115526598,-0.2366841611252859,-0.024743884627526858,0.007128060922996893,-0.030561696521273607,-0.03219689233479017,6121476000.0,230958000.0,1405583000.0,3897784000.0,5027096000.0,4904500000.0,Risky,Charleston,WV,0.2296150470899502,0.037729135914279496,0.7753549962045682
The Hometown Savings Bank,17736.0,-0.004059168320487361,-0.15696649029982368,-0.03801037322542866,0.011708928648045624,-0.03721855302748933,-0.04496585144589482,431581000.0,9560000.0,155243000.0,235799000.0,357733000.0,332668000.0,Risky,Terre Haute,IN,0.3597076794390856,0.022151114159335097,0.6591480238054639
Bath Savings Institution,17749.0,0.02335386323385591,0.4490096359743041,-0.029429659658968044,0.0382925340747271,0.002922983531744805,0.003082129691182711,1316293000.0,43308000.0,435492000.0,765585000.0,1027633000.0,962684000.0,Risky,Bath,ME,0.33084731135089224,0.032901489258090715,0.7449984576205708
Rollstone Bank & Trust,17797.0,0.0016532451013220317,-0.5378382289104326,-0.00014923516975495765,0.007367807929529402,-0.01865127252412424,-0.02427088982232961,906383000.0,6388000.0,200995000.0,631262000.0,669271000.0,530782000.0,Risky,Fitchburg,MA,0.2217550417428394,0.00704779326178889,0.9432083565551175
Sterling State Bank,17863.0,-0.0021717397358250734,0.1074423480083857,-0.0420427702781595,0.028264263584076854,-0.05148436043226934,-0.06246383185574411,498055000.0,10565000.0,213316000.0,254226000.0,340814000.0,324020000.0,Risky,Austin,MN,0.42829807952936927,0.021212516689923803,0.7459376668798817
"First National Bank, Cortez",17872.0,0.05154449717947496,0.15996541288370092,0.009485305551236278,0.05759674134419557,0.02073838544426776,0.019192539186676072,131605000.0,2683000.0,38952000.0,77892000.0,115568000.0,111252000.0,Risky,Cortez,CO,0.2959765966338665,0.020386763420842672,0.6739928007753011
Maquoketa State Bank,17903.0,-0.003464986001456505,-0.055505617977528066,-0.022032016826361245,0.009416302101230345,-0.003522526755759481,0.003466221952291626,395452000.0,8406000.0,167389000.0,196817000.0,303255000.0,299052000.0,Risky,Maquoketa,IA,0.42328525333036626,0.021256688548799856,0.6490148554846581
First National Bank of Fort Stockton,17913.0,0.006857713145138389,-0.3106083308360803,-0.022221762857615346,0.04755474810959437,-0.04727738132174997,-0.02298715670165319,141242000.0,4601000.0,47301000.0,85338000.0,122825000.0,116542000.0,Risky,Fort Stockton,TX,0.3348933036915365,0.03257529629996743,0.6947934052513739
The Dolores State Bank,17959.0,-0.0020108047240505744,-0.20572195653997816,-0.06626870265932305,0.04801455137415811,-0.005640168343015839,-0.008509860406771375,372235000.0,9467000.0,84935000.0,252364000.0,322981000.0,314579000.0,Risky,Dolores,CO,0.2281757491906994,0.02543285827501444,0.781358655772321
Castroville State Bank,17979.0,0.025196403442036885,-0.029174664107485593,-0.033216289300560975,0.04755304151896045,-0.01473403129145301,-0.08538748172256028,260079000.0,5058000.0,71862000.0,177599000.0,228027000.0,193907000.0,Risky,Castroville,TX,0.27630835246213653,0.019447936972996665,0.778850750130467
First Hawaiian Bank,17985.0,-0.014928972024363052,-0.35520314420650834,-0.030716372306841988,0.009954491034982471,-0.009450566655041182,-0.040776425141121564,24511812000.0,558131000.0,7092037000.0,14214251000.0,21093979000.0,17307223000.0,Risky,Honolulu,HI,0.2893314047937378,0.022769879272899123,0.6738534725951894
CoreFirst Bank & Trust,18100.0,-0.0031440580556624242,0.11388888888888893,-0.028146578953100798,0.0034163275991123676,-0.00863335820056621,-0.007903787319337496,1225438000.0,26867000.0,356919000.0,762770000.0,970082000.0,940408000.0,Risky,Topeka,KS,0.2912583092739086,0.021924405804292016,0.7862943544978672
Bank of the Plains,18118.0,0.026385480250875837,0.059050171706173105,-0.05130325988739837,0.06815467853931101,-0.02087642078096552,-0.03857299435064998,391447000.0,12644000.0,136489000.0,217362000.0,332340000.0,295609000.0,Risky,Plains,KS,0.34867810968023766,0.032300669056091885,0.6540350243726304
Stockgrowers State Bank,18165.0,0.0012745670363885075,0.03844328429046029,0.004712266171640778,-0.0017613118736714561,0.01505773431811086,0.01399149166047664,102911000.0,2188000.0,28144000.0,65744000.0,78062000.0,75081000.0,Risky,Maple Hill,KS,0.27347902556578013,0.02126108967943174,0.842202351976634
Union Savings Bank,18190.0,-0.0011713113033359202,0.13048533448403998,-0.03610605578051773,-0.001064832129408999,-0.038958863257609,-0.04248660953401173,3021272000.0,94313000.0,847417000.0,1800243000.0,2191366000.0,2145213000.0,Risky,Danbury,CT,0.2804835182002812,0.031216322131870287,0.8215163509883789
Newtown Savings Bank,18199.0,-0.003826647726965837,-0.7464325889970505,-0.008381086291363804,0.06250194268471043,-0.0874562932928925,-0.08951755992673405,1844405000.0,28627000.0,448537000.0,1264763000.0,1447162000.0,1429116000.0,Risky,Newtown,CT,0.24318791154871083,0.015520994575486403,0.8739608972596019
Dime Bank,18200.0,0.012693493422667679,0.22577654149281412,-0.07770636744310822,0.05005144597883193,0.0011134495836737646,-0.003315118273515383,1122113000.0,26440000.0,316284000.0,726623000.0,925184000.0,881501000.0,Risky,Norwich,CT,0.2818646606892532,0.02356268931916839,0.7853821510099612
Webster Bank,18221.0,-0.010912181418410438,-0.44102180387361445,-0.010703327905693616,0.009594893511875036,0.06049056376986739,0.02126875664261152,73977046000.0,1360383000.0,14703125000.0,51008099000.0,59025436000.0,54769759000.0,Risky,Stamford,CT,0.19875252926428016,0.018389258203145877,0.8641714904062716
Chelsea Groton Bank,18238.0,0.01440329481694036,0.05154639175257736,-0.021396553881483538,0.023162087242447393,-0.01356633247735406,-0.017740002843274594,1583727000.0,38964000.0,398868000.0,1036808000.0,1278784000.0,1257503000.0,Risky,Groton,CT,0.25185401271810104,0.024602725090877405,0.8107764876632801
Thomaston Savings Bank,18258.0,0.039507808722764715,0.872471864843813,-0.05753427894584484,0.05896022801187373,0.0316269472984152,0.02073006320516302,1724321000.0,69714000.0,478602000.0,1074510000.0,1513960000.0,1393861000.0,Risky,Thomaston,CT,0.2775596887122525,0.04042982716095205,0.7097347353959154
Farmers Savings Bank,18284.0,0.038735169029748606,0.01218543046357623,-0.053757460371788524,0.03996301109667111,0.0436013628853682,0.014714812565724156,185864000.0,7642000.0,44234000.0,124833000.0,152227000.0,137021000.0,Risky,Fostoria,IA,0.23799121938621787,0.04111608487926656,0.8200450642790044
Southside Bank,18297.0,0.001924253295729983,-0.49126064762868027,-0.03543077821212515,0.043162285305360815,0.045343157337004,-0.01593322831345345,7802942000.0,128766000.0,2653528000.0,4294406000.0,6123938000.0,5033720000.0,Risky,Tyler,TX,0.34006763090126774,0.01650223723308465,0.7012490982109878
Citizens State Bank,18356.0,0.002988036317908671,-0.2069247546346783,-0.01302812999635905,0.024168783603178978,-0.015312308514660478,-0.031189427312775297,173876000.0,5818000.0,62348000.0,100388000.0,151057000.0,142948000.0,Risky,Sheldon,IA,0.358577376981297,0.03346062711357519,0.6645703277570718
Iowa Trust & Savings Bank,18400.0,-0.024269283741009562,-0.48911083764988694,-0.019889382339318362,0.014791770701190199,-0.007948126833482005,-0.016939600875157446,484583000.0,17852000.0,107919000.0,327178000.0,353728000.0,296550000.0,Risky,Emmetsburg,IA,0.22270488234213748,0.03683992215987767,0.9249423285688438
Blackhawk Bank & Trust,18402.0,0.018857755313943514,1.2652082547551053,-0.04470010140467906,0.0616636219947595,0.00212648245855962,-0.010730244318502336,1826112000.0,42040000.0,873296000.0,853723000.0,1228104000.0,1174927000.0,Risky,Milan,IL,0.47822696526828584,0.023021589037255107,0.695155296294125
Bangor Savings Bank,18408.0,0.006841997636548136,0.17867263433883318,-0.04060308243545441,0.013611096013349089,-0.05333008642770887,-0.02765362095342605,7459345000.0,267033000.0,1812201000.0,4736854000.0,5594077000.0,5073788000.0,Risky,Bangor,ME,0.24294371690811994,0.03579845147261589,0.8467623881473209
Adams Bank & Trust,18489.0,0.038481603287013,0.451944995955585,-0.008141814815624704,0.04074312577310968,0.019880298471582902,-0.06801517369812482,1315805000.0,59235000.0,408228000.0,796769000.0,1069114000.0,933846000.0,Risky,Ogallala,NE,0.31024961905449516,0.045018068786788316,0.7452610292260694
Sunrise Banks,18561.0,0.01491194533168283,-0.20434501572137564,-0.017528069888351983,0.03884993919677182,0.02168641733756993,0.020857838266661766,2187391000.0,72625000.0,684443000.0,1328393000.0,1979073000.0,1967533000.0,Risky,Saint Paul,MN,0.3129038201217798,0.03320165439100737,0.6712198084658828
Union State Bank of Everest,18610.0,-0.00020259856782112173,-0.06229508196721312,-0.04704638448578202,0.016446666738975546,-0.005158570199043422,-0.013581402186481406,414529000.0,4290000.0,110859000.0,281140000.0,365262000.0,348915000.0,Risky,Everest,KS,0.2674336415546319,0.010349094996972468,0.7696940826037201
Charter Bank,18660.0,-0.026234079143270694,-0.5240239011213883,-0.0029793710936234508,-0.009401344957437052,-0.05677272560460933,-0.08386991573949776,328980000.0,5815000.0,123148000.0,192823000.0,257020000.0,241589000.0,Risky,Corpus Christi,TX,0.3743327861876102,0.017675846556021644,0.7502256633725002
FirstBank,18714.0,-0.02151481778126796,-0.36830025593319227,-0.025942410278466554,-0.0009752374387833607,-0.02774416703151472,-0.05140267041755886,28144774000.0,734049000.0,9695328000.0,16395383000.0,24394244000.0,22659761000.0,Risky,Lakewood,CO,0.3444805774599576,0.026081182957802398,0.6721004758335614
Heartland Bank,18740.0,0.009887541437076264,0.027784489007006474,-0.09438164025726425,0.08571302590142094,-0.006139954719133867,-0.013813588046965197,774712000.0,12762000.0,228953000.0,467837000.0,668999000.0,613904000.0,Risky,Geneva,NE,0.2955330497010502,0.016473218434721548,0.6993089675769321
Bruning Bank,18748.0,0.04061391854125618,0.028663605906440015,-0.07098207615825414,0.11426232442214257,0.023036646890529866,-0.03669657661172343,567837000.0,8290000.0,192761000.0,336193000.0,460922000.0,395070000.0,Risky,Bruning,NE,0.33946537474662625,0.014599259998908137,0.7293923917712758
Kennett Trust Bank,18879.0,0.0075330121013719165,0.4717826216781129,-0.030690157898638493,0.006526824115294705,0.024835271746340704,0.029230208712850647,136959000.0,4929000.0,39227000.0,80037000.0,115873000.0,98873000.0,Risky,Kennett,MO,0.28641418234654165,0.03598887258230565,0.6907303685932011
Neighborhood National Bank,18885.0,0.015988913655944126,0.19009075300466027,-0.05821472500439295,0.024575096858120427,-0.012204116228979434,-0.010091579632441783,310854000.0,4852000.0,107194000.0,181150000.0,269205000.0,255531000.0,Risky,Mora,MN,0.34483712611065004,0.015608613690028117,0.672907263980981
